ï»¿Time,Time Code,Country Name,Country Code,GDP per unit of energy use (PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP],GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent) [EG.GDP.PUSE.KO.PP.KD],"Energy imports, net (% of energy use) [EG.IMP.CONS.ZS]",Alternative and nuclear energy (% of total energy use) [EG.USE.COMM.CL.ZS],"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP) [EG.USE.COMM.GD.PP.KD]",Combustible renewables and waste (% of total energy) [EG.USE.CRNW.ZS],Energy use (kg of oil equivalent per capita) [EG.USE.PCAP.KG.OE],Pump price for diesel fuel (US$ per liter) [EP.PMP.DESL.CD],Pump price for gasoline (US$ per liter) [EP.PMP.SGAS.CD],Natural gas rents (% of GDP) [NY.GDP.NGAS.RT.ZS],Fuel exports (% of merchandise exports) [TX.VAL.FUEL.ZS.UN],Oil rents (% of GDP) [NY.GDP.PETR.RT.ZS]
2008,YR2008,Ethiopia,ETH,1.968023258,2.048629048,5.226846808,0.787134355,488.1313193,93.98090432,451.8584633,0.89,0.92,0,0.005148847,0
2008,YR2008,Faeroe Islands,FRO,..,..,..,..,..,..,..,..,..,0,2.138907553,0
2008,YR2008,Fiji,FJI,..,..,..,..,..,..,..,1.04,1.15,0,0.048736711,0
2008,YR2008,Finland,FIN,5.975104185,6.334959707,53.34980572,21.16675309,157.8542005,21.85560988,6649.197623,1.39,1.57,0,6.998777502,0
2008,YR2008,France,FRA,8.543127869,9.116971709,48.52470857,45.566542,109.6855438,5.170236002,4113.462713,1.45,1.52,0.010643579,5.054913327,0.020606973
2008,YR2008,French Polynesia,PYF,..,..,..,..,..,..,..,1.39,1.58,..,0.068134963,..
2008,YR2008,Gabon,GAB,11.80648566,12.29005267,-612.4943634,4.045382963,81.36661632,58.92545107,1289.600411,0.9,1.14,0.400582014,89.17225457,49.26450187
2008,YR2008,"Gambia, The",GMB,..,..,..,..,..,..,..,0.75,0.79,0,0,0
2008,YR2008,Georgia,GEO,8.269077721,8.607760481,64.16858514,20.9656725,116.1742363,12.57998262,685.3777545,1.16,1.09,0.03236164,3.163300426,0.253511499
2008,YR2008,Germany,DEU,9.526103458,10.21757639,59.99887837,13.50221633,97.87056748,6.214353629,4035.095915,1.56,1.56,0.134892823,2.5664713,0.049867269
2008,YR2008,Ghana,GHA,7.667168575,7.981198495,31.50968346,6.414463407,125.2944656,61.66932807,359.309141,0.9,0.9,0,2.415475872,0.669563228
2008,YR2008,Greece,GRC,11.34840799,11.82615934,67.57753205,2.196469908,84.55830597,3.44999974,2719.237284,1.41,1.23,0.001584008,21.64091314,0.008652936
2008,YR2008,Greenland,GRL,..,..,..,..,..,..,..,..,..,0,0.00033724,0
2008,YR2008,Grenada,GRD,..,..,..,..,..,..,..,1.34,1.28,0,0.033833046,0
2008,YR2008,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
2008,YR2008,Guatemala,GTM,11.18956486,11.64786418,30.81611785,6.974719774,85.85264944,52.72211567,578.1023567,0.82,0.86,0,6.99637436,1.105367399
2008,YR2008,Guinea,GIN,..,..,..,..,..,..,..,1.02,1.02,0,1.512543474,0
2008,YR2008,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,Guyana,GUY,..,..,..,..,..,..,..,0.85,0.84,0,0.001002152,0
2008,YR2008,Haiti,HTI,3.979376892,4.142363188,20.72859995,0.418208148,241.4080936,78.85319191,383.5157283,0.89,1.16,0,..,0
2008,YR2008,Honduras,HND,6.64082302,6.912816142,55.32465265,4.235841151,144.6588452,41.425209,640.7357562,0.8,0.8,0,..,0
2008,YR2008,"Hong Kong SAR, China",HKG,21.76695124,22.65847643,99.54465607,0.000600543,44.13359403,0.490699132,2058.17701,1.16,1.95,0,2.781123337,0
2008,YR2008,Hungary,HUN,7.892898439,8.890246437,60.34142845,15.15176394,112.4828212,5.756817997,2636.646773,1.38,1.27,0.491555531,3.098283357,0.320033588
2008,YR2008,Iceland,ISL,2.452307479,2.514694708,18.66078179,81.26383938,397.6625857,0.075378837,16868.46831,1.31,1.15,0,1.48331201,0
2008,YR2008,India,IND,6.963064623,7.248256034,24.55100744,2.420242704,137.9642214,26.88472144,528.1754437,0.7,1.09,0.791512151,17.71007867,1.727429067
2008,YR2008,Indonesia,IDN,9.463782927,9.851398115,-73.60228096,8.178301016,101.5084345,28.04458819,793.7013588,0.42,0.5,3.854694463,29.10000923,5.56897814
2008,YR2008,"Iran, Islamic Rep.",IRN,5.60011267,5.829480646,-65.05612512,0.218506611,171.5418681,0.301629377,2821.186915,0.03,0.1,12.64342005,..,39.88797065
2008,YR2008,Iraq,IRQ,11.98809204,12.47909723,-315.6252725,1.051575699,80.1340018,0.092165061,977.2903825,..,..,0.496845946,33.81728677,56.21921721
2008,YR2008,Ireland,IRL,13.31757053,14.53259457,89.53705853,1.985414224,68.81083727,1.903083337,3296.556399,1.64,1.56,0.049734973,0.964529111,0
2008,YR2008,Isle of Man,IMY,..,..,..,..,..,..,..,..,..,..,..,..
2008,YR2008,Israel,ISR,8.793578274,9.250408744,82.90800562,4.655470626,108.1033312,0.053860555,3129.127764,1.7,1.37,0.533858032,0.913977263,0.001484787
2008,YR2008,Italy,ITA,11.77274893,12.53813108,84.78589483,5.141210249,79.75670326,2.918982744,2988.916246,1.63,1.57,0.120263689,4.625272633,0.134846394
2008,YR2008,Jamaica,JAM,6.491954723,6.757850536,86.04438053,0.503185826,147.9760457,13.45243365,1324.081358,0.84,0.74,0,18.27628956,0
2008,YR2008,Japan,JPN,8.660770955,8.998070898,82.13652408,15.61270091,111.1349323,1.377178708,3867.459172,1.3,1.42,0.030293161,2.383915373,0.00386422
2008,YR2008,Jordan,JOR,8.568480741,8.919426373,96.10223299,1.635481626,112.1148332,0.087089874,1221.666091,0.61,0.61,0.282944838,0.150815296,0.002891057
2008,YR2008,Kazakhstan,KAZ,4.051260755,4.217191252,-106.7751603,0.918329259,237.1246501,0.099981888,4457.168113,0.72,0.83,4.218397963,69.25442131,36.47569802
2008,YR2008,Kenya,KEN,4.909611005,5.110697591,16.86455415,7.036028186,195.6680047,76.09941766,467.7177928,1.14,1.2,0,2.10691034,0
2008,YR2008,Kiribati,KIR,..,..,..,..,..,..,..,..,..,0,0.06290451,0
2008,YR2008,"Korea, Dem. Rep.",PRK,..,..,-3.286058799,6.000084012,..,5.234238241,831.7106592,0.95,0.76,..,..,..
2008,YR2008,"Korea, Rep.",KOR,6.189940451,6.175334816,80.30307443,17.48690367,161.9345395,1.319328656,4639.470288,1.4,1.51,0.008013941,8.99342078,0.001349253
2008,YR2008,Kosovo,KSV,5.715524429,5.94961941,24.35110339,0.319715744,168.077978,10.51740702,1268.199931,1.21,1.1,0,..,0
2008,YR2008,Kuwait,KWT,8.2773184,8.616338679,-431.0992224,0,116.0585763,0,10661.66585,0.2,0.24,3.022997208,96.49106338,59.60608522
2008,YR2008,Kyrgyz Republic,KGZ,4.514080643,4.698967198,64.04264863,27.56117952,212.812722,0.114908945,593.9464531,0.88,0.8,0.108962944,5.320488836,0.845400285
2008,YR2008,Lao PDR,LAO,..,..,..,..,..,..,..,0.76,0.92,0,..,0
2008,YR2008,Latvia,LVA,9.435522446,9.979833672,60.98736392,5.940562972,100.2020708,24.1992119,2106.363689,1.23,1.12,0,3.458303773,0
2008,YR2008,Lebanon,LBN,10.47544569,10.9044963,96.56444989,0.801974873,91.70529042,2.755394904,1322.601243,0.76,0.76,0,0.371552757,0
2008,YR2008,Lesotho,LSO,..,..,..,..,..,..,..,0.93,0.79,0,0.358541965,0
2008,YR2008,Liberia,LBR,..,..,..,..,..,..,..,1.03,0.77,0,..,0
2008,YR2008,Libya,LBY,9.587974007,9.980675782,-509.8558265,0,100.1936163,0.907490916,2870.79109,0.12,0.14,6.049220851,96.73770392,64.24094818
2008,YR2008,Liechtenstein,LIE,..,..,..,..,..,..,..,1.52,1.3,0,..,0
2008,YR2008,Lithuania,LTU,6.987726129,7.810297064,57.6977893,28.04781575,128.0361031,10.24667864,2976.188399,1.22,1.13,0,24.86017144,0.163712596
2008,YR2008,Luxembourg,LUX,9.884058414,10.95147468,96.97905172,0.448320707,91.31190354,3.559156777,8601.285173,1.33,1.4,0,0.876227948,0
2008,YR2008,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,0,0,0
2008,YR2008,"Macedonia, FYR",MKD,7.363973241,7.576151634,46.07858567,2.694305989,131.9931343,5.733987295,1465.404478,1.12,1.15,0,..,0
2008,YR2008,Madagascar,MDG,..,..,..,..,..,..,..,1.43,1.55,0,5.846163342,0
2008,YR2008,Malawi,MWI,..,..,..,..,..,..,..,1.67,1.78,0,0.02697796,0
2008,YR2008,Malaysia,MYS,7.027627723,7.315463493,-27.14769003,0.836938895,136.6967385,4.2858543,2818.863511,0.53,0.53,10.20059625,18.39657678,9.504991709
2008,YR2008,Maldives,MDV,..,..,..,..,..,..,..,..,..,0,0.01271175,0
2008,YR2008,Mali,MLI,..,..,..,..,..,..,..,1.1,1.3,0,5.98838778,0
2008,YR2008,Malta,MLT,12.45062037,13.62885573,99.81748642,0.108337574,73.37373141,0.074176001,2045.043835,1.56,1.66,0,2.137009527,0
2008,YR2008,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,Mauritania,MRT,..,..,..,..,..,..,..,1.06,1.49,0,21.67189584,10.134824
2008,YR2008,Mauritius,MUS,13.6681768,14.22799447,79.38891754,0.726800941,70.28397446,19.88428152,1027.174206,..,..,0,0.032709935,0
2008,YR2008,Mexico,MEX,9.073933657,10.0537099,-28.03446569,6.717733731,99.46577034,4.785117452,1572.878498,0.54,0.74,1.531228564,17.38768318,8.268219056
2008,YR2008,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,Moldova,MDA,3.982199964,4.145301887,96.24677948,0.998625971,241.2369539,2.328117318,938.3478035,1.04,1.2,0,0.287945385,0.151619344
2008,YR2008,Monaco,MCO,..,..,..,..,..,..,..,1.55,1.64,0,..,0
2008,YR2008,Mongolia,MNG,6.117825137,6.368397446,-68.91809126,0,157.0253754,5.770101069,1189.005372,1.42,1.38,0,..,1.824316862
2008,YR2008,Montenegro,MNE,6.731215873,6.923468727,42.89944446,10.37361115,144.4362702,16.68584309,2067.967759,1.21,1.27,0,..,0
2008,YR2008,Morocco,MAR,11.92731019,12.4158259,90.63373617,0.669058247,80.54236651,8.364806859,503.0764697,0.83,1.29,0.020293142,2.154155246,0.006693728
2008,YR2008,Mozambique,MOZ,2.030163242,2.113314146,-23.34225292,14.02069702,473.190416,81.73996983,403.1599313,1.37,1.71,9.285097138,10.86834487,0.160887392
2008,YR2008,Myanmar,MMR,..,..,-50.2760852,2.328994311,..,69.16059255,294.5815252,0.52,0.43,..,..,..
2008,YR2008,Namibia,NAM,11.77962319,12.26208997,77.78369618,8.541224116,81.55216628,13.6750797,666.4049727,0.88,0.78,0,0.479356181,0
2008,YR2008,Nepal,NPL,4.884253064,5.084301046,10.069274,2.502217978,196.6838688,87.33508668,365.9527457,0.82,1.13,0,..,0
2008,YR2008,Netherlands,NLD,9.538712941,9.812230931,16.27061007,1.886077346,101.9136226,3.95965168,4837.166893,1.45,1.68,2.467734602,10.59426951,0.114846814
2008,YR2008,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,0.011218409,..
2008,YR2008,New Zealand,NZL,7.236754274,7.864231962,13.98224087,26.31429064,127.157999,6.592229662,4084.581436,0.85,1.09,1.075264072,7.209650275,1.329975416
2008,YR2008,Nicaragua,NIC,7.584568817,7.895215637,46.59404855,11.07357105,126.6589851,42.3323804,520.9587089,0.82,0.87,0,0.391684246,0
2008,YR2008,Niger,NER,..,..,..,..,..,..,..,0.97,0.99,0,1.585448173,0
2008,YR2008,Nigeria,NGA,6.009206252,6.255329777,-106.8100002,0.434562922,159.863674,81.12855621,749.2179816,1.13,0.59,5.460500159,91.7434093,32.03773887
2008,YR2008,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
2008,YR2008,Norway,NOR,10.01011035,10.45652728,-636.3904429,40.47361959,95.63404499,4.908399461,6236.852514,1.63,1.63,6.674473325,68.89667342,14.49358134
2008,YR2008,Oman,OMN,6.951981843,7.236719328,-268.3748215,0,138.1841626,0,6458.703659,0.38,0.31,12.30202244,86.38909559,38.16081004
2008,YR2008,Pakistan,PAK,8.179186312,8.514187322,24.22942041,3.422780344,117.4510217,33.93758455,503.5574385,0.77,0.84,6.995701058,5.792826342,1.197959781
2008,YR2008,Palau,PLW,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,Panama,PAN,15.69133293,16.33401451,70.89578981,11.19182057,61.22193657,17.91238962,872.5939133,0.68,0.67,0,0.650019405,0
2008,YR2008,Papua New Guinea,PNG,..,..,..,..,..,..,..,0.9,0.94,0.542941743,..,15.22208868
2008,YR2008,Paraguay,PRY,9.192643952,9.569153901,-69.3779633,..,104.5024472,53.11179065,720.2719769,0.96,1.17,0,0.00023142,0
2008,YR2008,Peru,PER,16.91644365,17.60930301,15.93557106,10.93931762,56.78816474,12.48962262,524.9312479,0.99,1.42,0.882885353,11.11842799,2.514252214
2008,YR2008,Philippines,PHL,11.54176451,12.01448913,42.71937826,25.10949928,83.23283571,17.26074595,444.1454968,0.81,0.91,0.755966848,3.304982326,0.329735949
2008,YR2008,Poland,POL,7.023990307,7.83005459,27.29778615,0.276686873,127.7130304,5.830834048,2569.216471,1.4,1.43,0.267048434,4.173420984,0.087988869
2008,YR2008,Portugal,PRT,11.16497033,11.871511,81.87696993,5.223610516,84.23527555,12.85286302,2337.290708,1.47,1.61,0,5.62609037,0
2008,YR2008,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,Qatar,QAT,7.110205119,7.401423072,-491.1471713,0,135.1091527,0,16375.83174,..,0.22,22.05209644,92.099041,33.00132206
2008,YR2008,Romania,ROM,8.289241655,9.620678361,26.8612008,11.18215929,103.9427744,9.876126971,1928.969623,1.22,1.11,1.737386832,9.108136689,1.398607322
2008,YR2008,Russian Federation,RUS,4.180499056,4.666085567,-82.12838879,8.336958104,214.3124007,0.905204868,4823.254689,0.86,0.89,10.59705502,65.66200233,17.77453981
2008,YR2008,Rwanda,RWA,..,..,..,..,..,..,..,1.37,1.37,0,0.374185106,0
2008,YR2008,Samoa,WSM,..,..,..,..,..,..,..,..,..,0,0.159905074,0
2008,YR2008,San Marino,SMR,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,0,0,0
2008,YR2008,Saudi Arabia,SAU,7.152467155,7.445416067,-266.1332239,0,134.3108284,0.003822033,5851.561251,0.09,0.16,5.523019912,91.19152111,58.8197198
2008,YR2008,Senegal,SEN,8.138917603,8.472269298,53.14302868,0.633732119,118.032131,45.51329718,256.3237227,1.26,1.35,0.032205588,34.31204085,0
2008,YR2008,Serbia,SRB,5.200646868,5.475575181,36.04579099,4.932034519,182.6292156,4.78595926,2286.796099,1.14,1.29,0.167028769,..,0.806748546
2008,YR2008,Seychelles,SYC,..,..,..,..,..,..,..,..,..,0,0.002395987,0
2008,YR2008,Sierra Leone,SLE,..,..,..,..,..,..,..,0.91,0.91,0,..,0
2008,YR2008,Singapore,SGP,12.54946533,13.06346311,98.23198355,0.000351789,76.54937988,1.767664661,5051.554325,0.9,1.07,0,18.49821871,0
2008,YR2008,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
2008,YR2008,Slovak Republic,SVK,7.001504458,7.261190483,64.95602406,25.9683616,137.718464,3.449025372,3405.692968,1.68,1.57,0.033585891,4.979945882,0.011140597
2008,YR2008,Slovenia,SVN,7.731879996,8.051842208,52.54267823,25.59428628,124.1951809,6.743724611,3828.063994,1.26,1.18,0.00178055,3.040418632,0.000275992
2008,YR2008,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,Somalia,SOM,..,..,..,..,..,..,..,1.15,1.12,..,..,..
2008,YR2008,South Africa,ZAF,3.951428662,4.113270262,-10.14165216,2.413485635,243.1155592,9.673797435,2981.348335,0.95,0.87,0.184715451,9.480278856,0.161874064
2008,YR2008,South Sudan,SSD,..,..,..,..,..,..,..,1.25,1.59,..,..,..
2008,YR2008,Spain,ESP,11.14532225,11.45163647,78.17691953,14.79168776,87.32376399,4.082627992,3026.338408,1.28,1.23,0.000328928,6.373241181,0.004799509
2008,YR2008,Sri Lanka,LKA,16.25470596,16.92046203,44.29044509,3.918300564,59.10004101,51.28218985,449.6765287,0.75,1.43,0,0.023079753,0
2008,YR2008,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,0,6.97E-06,0
2008,YR2008,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,0,0.024532522,0
2008,YR2008,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
2008,YR2008,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,0,0.00922107,0
2008,YR2008,Sudan,SDN,8.515761528,8.864547899,-116.0754377,0.796228417,112.8089116,66.47306149,361.772076,0.45,0.65,0,94.37013288,26.67772991
2008,YR2008,Suriname,SUR,..,..,..,..,..,..,..,..,0.91,0,10.99078038,13.88811767
2008,YR2008,Swaziland,SWZ,..,..,..,..,..,..,..,0.93,0.86,0,..,0
2008,YR2008,Sweden,SWE,7.784602071,8.070804029,32.99944538,45.90860476,123.9033926,20.02356996,5379.959103,1.52,1.38,0,7.225902553,0
2008,YR2008,Switzerland,CHE,14.40762889,15.71614739,52.18354579,39.49040582,63.62882553,8.357620933,3500.837183,1.52,1.3,0.000169066,3.091122902,0
2008,YR2008,Syrian Arab Republic,SYR,..,..,-4.272933674,1.068084072,..,0.026981964,1149.452679,0.53,0.85,..,38.57580356,..
2008,YR2008,Tajikistan,TJK,5.700203978,5.933671468,39.51319287,55.37474947,168.5297215,0,338.2687682,1,1.03,0.097804997,..,0.308303148
2008,YR2008,Tanzania,TZA,4.243019622,4.416804129,7.63653087,1.205080642,226.4080477,88.67874096,441.2317413,1.3,1.11,0.686910919,2.931106672,0
2008,YR2008,Thailand,THA,7.576241899,7.886547667,39.16572388,0.569298864,126.7981939,18.81362578,1619.898092,0.64,0.87,3.483361173,6.411845814,2.754348251
2008,YR2008,Timor-Leste,TMP,..,..,..,..,..,..,..,1.35,1.22,..,..,..
2008,YR2008,Togo,TGO,2.737358937,2.84947498,16.5300019,0.305509675,350.9418426,83.16448842,423.2029839,0.88,0.89,0,7.938613608,0
2008,YR2008,Tonga,TON,..,..,..,..,..,..,..,..,..,0,0,0
2008,YR2008,Trinidad and Tobago,TTO,2.1522845,2.240437216,-120.1766245,0,446.341452,0.139316798,14112.6974,..,0.36,47.58442413,69.97076576,19.3769328
2008,YR2008,Tunisia,TUN,10.62450059,11.05965615,19.88950153,0.062947402,90.41872426,13.24367094,912.6739537,0.84,0.96,1.769438622,17.32397574,6.192848264
2008,YR2008,Turkey,TUR,10.81899075,11.72923398,70.64268265,4.563319756,85.25705959,4.890943668,1403.24167,1.63,1.87,0.043280791,5.849429575,0.182742124
2008,YR2008,Turkmenistan,TKM,1.849949808,1.925719577,-200.470191,0,519.286407,0,4609.8849,0.2,0.22,..,..,..
2008,YR2008,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
2008,YR2008,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,Uganda,UGA,..,..,..,..,..,..,..,1.22,1.3,0,1.280090442,0
2008,YR2008,Ukraine,UKR,2.891794575,3.010235954,37.3314325,18.24095632,332.1998724,1.254737526,2910.650782,0.96,0.88,3.28168691,5.966649143,1.082638457
2008,YR2008,United Arab Emirates,ARE,8.198186422,8.533965634,-218.94555,0,117.1788173,0.08218844,8431.669232,0.62,0.45,5.29433992,64.81498805,27.09893232
2008,YR2008,United Kingdom,GBR,11.27389822,11.26640625,19.55931693,7.13693758,88.75944801,2.304927666,3350.737841,1.65,1.44,0.778231886,12.87979409,1.449652785
2008,YR2008,United States,USA,6.463795359,6.728537828,25.26407232,11.19746932,148.6206997,3.710348497,7488.081638,0.78,0.56,0.951080793,6.50615174,0.911746518
2008,YR2008,Uruguay,URY,11.8646693,12.35061938,66.65726015,9.32444722,80.96759922,24.03635123,1239.437549,1.17,1.18,0,3.361448655,0
2008,YR2008,Uzbekistan,UZB,1.971792207,2.052552365,-24.9257111,1.967530669,487.1982888,0.007598564,1818.645633,0.75,1.35,69.17579834,..,11.18581627
2008,YR2008,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,0,..,0
2008,YR2008,"Venezuela, RB",VEN,6.948592654,7.233191326,-194.4403146,10.7255667,138.2515621,1.135062395,2476.500527,0.01,0.02,3.485253002,93.82800072,29.14647456
2008,YR2008,Vietnam,VNM,6.818812386,7.098095551,-25.55032333,4.562450268,140.8828598,30.05576956,575.4816392,0.77,0.8,2.527542862,20.28921437,9.666173767
2008,YR2008,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..
2008,YR2008,West Bank and Gaza,WBG,..,..,..,..,..,..,..,1.25,1.34,0,..,0
2008,YR2008,"Yemen, Rep.",YEM,12.88975945,13.4176949,-107.4316065,0,74.52844973,1.339687582,320.2861804,0.17,0.3,0,92.40722926,31.17280226
2008,YR2008,Zambia,ZMB,4.691175143,4.883315089,7.436192442,10.72199149,204.7789221,81.83420611,591.1741429,1.61,1.7,0,0.703235355,0
2008,YR2008,Zimbabwe,ZWE,1.797597077,1.871222596,6.579947023,5.586370425,534.4099638,69.20306299,651.1258377,1.05,1.3,0,1.308157693,0
2009,YR2009,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,0.032990658,..,0
2009,YR2009,Albania,ALB,12.93288977,12.44663318,40.88153512,21.45833983,80.34301208,9.925081948,722.5838671,..,..,0.009808289,11.60241446,1.492918121
2009,YR2009,Algeria,DZA,10.64829888,11.00088462,-274.9111157,0.064463655,90.90178055,0.131381809,1153.133867,..,..,9.978068276,97.70154455,21.58152577
2009,YR2009,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
2009,YR2009,Andorra,ADO,..,..,..,..,..,..,..,..,..,0,..,0
2009,YR2009,Angola,AGO,..,..,-696.3627151,2.089297763,..,59.83926437,620.6387463,..,..,0.097838224,..,38.11304806
2009,YR2009,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,0,0,0
2009,YR2009,Argentina,ARG,..,..,-7.268812141,6.672072908,..,3.007231921,1852.375034,..,..,1.484919178,10.34150974,2.894615298
2009,YR2009,Armenia,ARM,6.998490893,7.230224446,68.10539238,31.56798152,138.3082928,0.3266261,879.9470552,..,..,0,0.095418931,0
2009,YR2009,Aruba,ABW,..,..,..,..,..,..,..,..,..,0,0.009318303,0
2009,YR2009,Australia,AUS,7.143336348,7.316659876,-137.9934035,1.273986374,136.6743865,3.402727781,5628.326134,..,..,0.712827924,31.98203885,0.957732387
2009,YR2009,Austria,AUT,10.66350745,11.08856669,63.48396225,12.10222839,90.1829811,17.98798023,3810.508355,..,..,0.058075638,3.456456577,0.0795584
2009,YR2009,Azerbaijan,AZE,11.16840534,11.53821281,-441.1566067,1.664222049,86.66853493,0.613749946,1334.166178,..,..,4.340897658,92.85686298,39.46501112
2009,YR2009,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,0,0,0
2009,YR2009,Bahrain,BHR,3.8508133,3.978321167,-61.01082711,0,251.3623104,0,10216.86133,..,..,8.202876642,68.60204297,14.63435537
2009,YR2009,Bangladesh,BGD,12.10373246,12.50451042,12.66367015,0.127380947,79.97114369,30.51721701,187.8068776,..,..,2.815986952,1.726703219,0.091043308
2009,YR2009,Barbados,BRB,..,..,..,..,..,..,..,..,..,0.059055104,5.18462777,0.291752235
2009,YR2009,Belarus,BLR,5.047381072,5.21450961,85.63561114,0.01458991,191.7725874,5.165476728,2790.068371,..,..,0.055580107,37.26633105,1.204770391
2009,YR2009,Belgium,BEL,7.226171414,7.677753973,73.86282664,22.13679214,130.2464241,4.900778794,5209.05168,..,..,0,7.458383296,0
2009,YR2009,Belize,BLZ,..,..,..,..,..,..,..,..,..,0,27.97245389,5.237213998
2009,YR2009,Benin,BEN,4.611955527,4.764666283,41.9674552,0,209.8782875,58.0325448,372.1213828,..,..,0,0.007979119,0
2009,YR2009,Bermuda,BMU,..,..,..,..,..,..,..,..,..,0,..,0
2009,YR2009,Bhutan,BTN,..,..,..,..,..,..,..,..,..,0,42.46872382,0
2009,YR2009,Bolivia,BOL,6.735023931,6.958033584,-107.956389,2.669736248,143.7187659,31.08984781,758.5491821,..,..,9.648727587,40.00696879,4.123579952
2009,YR2009,Bosnia and Herzegovina,BIH,5.316893511,5.668699889,28.10204338,8.721102978,176.4072926,2.932417523,1603.124971,..,..,0,13.1058867,0
2009,YR2009,Botswana,BWA,12.30303322,12.71041041,54.28622789,0,78.67566565,24.35081394,970.0096452,..,..,0,0.315765228,0
2009,YR2009,Brazil,BRA,10.70922732,11.06383052,4.098608415,15.56149511,90.3846094,31.64258697,1222.429112,..,..,0.086809933,8.999659134,1.966848307
2009,YR2009,Brunei Darussalam,BRN,8.772870172,9.063356851,-522.4286399,0,110.3343956,0,7860.922807,..,..,16.58272304,..,26.77457353
2009,YR2009,Bulgaria,BGR,6.324836423,6.443098446,43.79392244,24.84816103,155.2048302,4.378986735,2351.934859,..,..,0.004193658,12.60084253,0.017249193
2009,YR2009,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,0,0.022492757,0
2009,YR2009,Burundi,BDI,..,..,..,..,..,..,..,..,..,0,1.878585239,0
2009,YR2009,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,0,..,0
2009,YR2009,Cambodia,KHM,6.720258954,6.94277971,26.58336837,0.068351014,144.0345282,73.34828062,346.9249213,..,..,0,..,0
2009,YR2009,Cameroon,CMR,7.187803172,7.42580522,-27.92545521,4.995300851,134.6655306,64.11179433,344.4175657,..,..,0.2078726,0.947430673,5.872507547
2009,YR2009,Canada,CAN,5.222891696,5.381426069,-56.52214123,22.3744492,185.8243498,4.764572004,7411.421169,..,..,0.772123306,25.04006151,2.559788112
2009,YR2009,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
2009,YR2009,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,0,..,0
2009,YR2009,Chad,TCD,..,..,..,..,..,..,..,..,..,0,..,23.88711792
2009,YR2009,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
2009,YR2009,Chile,CHL,9.254507067,10.55180353,65.4186037,7.393412804,94.7705288,18.72372264,1753.785764,..,..,0.150901074,1.365053084,0.034792355
2009,YR2009,China,CHN,4.827482473,4.987329744,8.452671478,3.68305048,200.5080978,9.181966442,1717.269607,..,..,0.191526645,1.698107797,1.225831783
2009,YR2009,Colombia,COL,15.17685618,15.6793912,-219.8589769,11.51434002,63.77798646,11.47431832,676.0428574,..,..,0.610538652,50.72191384,5.032146305
2009,YR2009,Comoros,COM,..,..,..,..,..,..,..,..,..,0,0.02382489,0
2009,YR2009,"Congo, Dem. Rep.",ZAR,1.855158098,1.916585967,-3.349084064,3.501539112,521.7610988,93.98699231,300.0973747,..,..,0.007362266,..,2.251111191
2009,YR2009,"Congo, Rep.",COG,14.18214085,14.65173893,-972.3683851,1.987644109,68.25128436,52.71487112,361.4017565,..,..,0.84562201,70.65930867,51.87800154
2009,YR2009,Costa Rica,CRI,11.63466082,12.01990692,48.10174984,35.10106358,83.19531978,16.79718658,1016.204272,..,..,0,0.574196565,0
